id	crohnall.yes	crohnall.no	commensal.yes	commensal.no	pvalues	pvalues.adj	pvalues.adj.bh
OG0003091:___Propionate_catabolism_operon_regulatory_protein	26	1	24	0	1	1	1
OG0007579:___hypothetical_protein	1	26	1	23	1	1	1
OG0000710:___Alcohol_dehydrogenase_2	26	1	24	0	1	1	1
OG0011400:___Iron_import_ATP-binding/permease_protein_IrtA	1	26	0	24	1	1	1
OG0007893:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0003350:___Glutamine_synthetase	27	0	23	1	0.470588235294118	1	1
OG0009641:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003943:___Gene_25-like_lysozyme	16	11	16	8	0.772377290411451	1	1
OG0010102:___Transposase,_TnpA_family	0	27	1	23	0.470588235294118	1	1
OG0010180:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006565:___hypothetical_protein	2	25	2	22	1	1	1
OG0002172:___Isopentenyl-diphosphate_Delta-isomerase	27	0	24	0	1	1	1
OG0002427:___50S_ribosomal_protein_L17	27	0	24	0	1	1	1
OG0004970:___hypothetical_protein	6	21	6	18	1	1	1
OG0008665:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010558:___hypothetical_protein	1	26	0	24	1	1	1
OG0001707:___tRNA_(mo5U34)-methyltransferase	27	0	24	0	1	1	1
OG0004388:___hypothetical_protein	10	17	12	12	0.405006406452513	1	1
OG0000009:___DNA-invertase_hin	25	2	24	0	0.491764705882353	1	1
OG0010048:___PABA-GLU_transport_protein	0	27	1	23	0.470588235294118	1	1
OG0003642:___Transcriptional_regulatory_protein_ZraR	26	1	19	5	0.0876324998084339	1	1
OG0002959:___Fumarate_reductase_subunit_D	27	0	24	0	1	1	1
OG0000610:___putative_oxidoreductase_YdhV	27	0	23	1	0.470588235294118	1	1
OG0011267:___Sensor_protein_KdpD	1	26	0	24	1	1	1
OG0010121:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007624:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0005224:___hypothetical_protein	3	24	7	17	0.159764846067076	1	1
OG0000161:___Oxygen_sensor_protein_DosP	27	0	24	0	1	1	1
OG0008350:___hypothetical_protein	1	26	1	23	1	1	1
OG0000080:___LexA_repressor	26	1	24	0	1	1	1
OG0006978:___Enterobacteria_AfaD_invasin_protein	0	27	3	21	0.0971908763505402	1	1
OG0010676:___hypothetical_protein	1	26	0	24	1	1	1
OG0011312:___hypothetical_protein	1	26	0	24	1	1	1
OG0004988:___Flagellar_hook-associated_protein_2	8	19	5	19	0.533919598903633	1	1
OG0008912:___Acyl-coenzyme_A_dehydrogenase	0	27	1	23	0.470588235294118	1	1
OG0006683:___hypothetical_protein	4	23	0	24	0.112749099639856	1	1
OG0006142:___hypothetical_protein	4	23	1	23	0.35390156062425	1	1
OG0007973:___NADP-dependent_alcohol_dehydrogenase_C_2	1	26	1	23	1	1	1
OG0004263:___Autoinducer_2-degrading_protein_LsrG	8	19	16	8	0.0118421641737688	1	1
OG0003741:___hypothetical_protein	16	11	14	10	1	1	1
OG0007733:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0009815:___putative_methyltransferase	0	27	1	23	0.470588235294118	1	1
OG0001001:___DNA_polymerase_III_subunit_tau	27	0	24	0	1	1	1
OG0007391:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0011096:___Glycine--tRNA_ligase_alpha_subunit	1	26	0	24	1	1	1
OG0003084:___putative_endopeptidase_YafL_precursor	27	0	23	1	0.470588235294118	1	1
OG0002360:___putative_phospholipid_ABC_transporter-binding_protein_MlaD	27	0	24	0	1	1	1
OG0002033:___putative_ferredoxin-like_protein_YfhL	27	0	24	0	1	1	1
OG0006845:___Outer_membrane_usher_protein_FimD_precursor	1	26	2	22	0.595486194477791	1	1
OG0006426:___hypothetical_protein	2	25	2	22	1	1	1
OG0002405:___hypothetical_protein	27	0	24	0	1	1	1
OG0005279:___Serine/threonine-protein_phosphatase_1	4	23	4	20	1	1	1
OG0001963:___RpoE-regulated_lipoprotein	27	0	23	1	0.470588235294118	1	1
OG0000875:___Phosphatidate_cytidylyltransferase	27	0	24	0	1	1	1
OG0002522:___Thermoresistant_gluconokinase	27	0	24	0	1	1	1
OG0003933:___Toxic_protein_SymE	17	10	13	11	0.578005185577681	1	1
OG0008024:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0008597:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001573:___Murein_DD-endopeptidase_MepH_precursor	27	0	24	0	1	1	1
OG0008586:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007179:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0009441:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006621:___putative_fimbrial-like_protein_YcbV_precursor	1	26	3	21	0.331428571428571	1	1
OG0003697:___2,3-diketo-L-gulonate_TRAP_transporter_small_permease_protein_YiaM	24	3	17	7	0.159764846067076	1	1
OG0005036:___hypothetical_protein	5	22	6	18	0.735824873872504	1	1
OG0007553:___PTS_system_glucitol/sorbitol-specific_transporter_subunit_IIA	1	26	1	23	1	1	1
OG0007050:___putative_ester_cyclase	1	26	2	22	0.595486194477791	1	1
OG0003594:___Multiple_sugar-binding_protein_precursor	24	3	23	1	0.61234093637455	1	1
OG0004367:___Hydrogenase-4_component_B	8	19	14	10	0.0508168097499005	1	1
OG0005756:___CRISPR-associated_protein_Csy2	5	22	2	22	0.424727337743608	1	1
OG0008374:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0011286:___Sensor_protein_CpxA	1	26	0	24	1	1	1
OG0002150:___hypothetical_protein	27	0	24	0	1	1	1
OG0007021:___hypothetical_protein	2	25	1	23	1	1	1
OG0006972:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0003731:___Glycine_cleavage_system_transcriptional_activator	21	6	15	9	0.356370624575634	1	1
OG0002040:___Elongation_factor_4	27	0	24	0	1	1	1
OG0007456:___hypothetical_protein	1	26	1	23	1	1	1
OG0004202:___putative_zinc-type_alcohol_dehydrogenase-like_protein_YjmD	16	11	10	14	0.266831211274678	1	1
OG0006739:___hypothetical_protein	4	23	0	24	0.112749099639856	1	1
OG0011635:___hypothetical_protein	1	26	0	24	1	1	1
OG0000562:___murein_L,D-transpeptidase	27	0	24	0	1	1	1
OG0002289:___Inner_membrane_protein_YgjV	27	0	24	0	1	1	1
OG0001883:___5'-deoxynucleotidase_YfbR	27	0	24	0	1	1	1
OG0007377:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0003120:___Inner_membrane_protein_YbiR	27	0	23	1	0.470588235294118	1	1
OG0005873:___Terminase_small_subunit	4	23	2	22	0.671272764424919	1	1
OG0001620:___6-phospho-beta-glucosidase	27	0	24	0	1	1	1
OG0006887:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0001374:___hypothetical_protein	27	0	24	0	1	1	1
OG0003724:___Transcriptional_repressor_MprA	17	10	9	15	0.0949572165407092	1	1
OG0005645:___hypothetical_protein	4	23	3	21	1	1	1
OG0000219:___hypothetical_protein	27	0	24	0	1	1	1
OG0008779:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007287:___DNA_polymerase_III_subunit_theta	3	24	0	24	0.237647058823529	1	1
OG0008375:___hypothetical_protein	1	26	1	23	1	1	1
OG0011233:___Primary_amine_oxidase_precursor	1	26	0	24	1	1	1
OG0011389:___Lipid-A-disaccharide_synthase	1	26	0	24	1	1	1
OG0011832:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004016:___3-hexulose-6-phosphate_isomerase	19	8	11	13	0.0937463860267732	1	1
OG0010980:___hypothetical_protein	1	26	0	24	1	1	1
OG0009625:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010694:___hypothetical_protein	1	26	0	24	1	1	1
OG0008827:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001864:___2-succinyl-6-hydroxy-2,_4-cyclohexadiene-1-carboxylate_synthase	27	0	23	1	0.470588235294118	1	1
OG0010851:___hypothetical_protein	1	26	0	24	1	1	1
OG0005732:___hypothetical_protein	3	24	2	22	1	1	1
OG0002216:___hypothetical_protein	27	0	24	0	1	1	1
OG0005931:___hypothetical_protein	3	24	3	21	1	1	1
OG0007265:___Fimbrial,_major_and_minor_subunit	1	26	2	22	0.595486194477791	1	1
OG0011770:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001171:___Anthranilate_phosphoribosyltransferase	27	0	24	0	1	1	1
OG0000403:___ATP-dependent_Clp_protease_ATP-binding_subunit_ClpA	27	0	24	0	1	1	1
OG0000953:___preprotein_translocase_subunit_YajC	27	0	24	0	1	1	1
OG0005604:___hypothetical_protein	4	23	2	22	0.671272764424919	1	1
OG0010664:___hypothetical_protein	1	26	0	24	1	1	1
OG0006409:___phage_baseplate_assembly_protein_V	1	26	3	21	0.331428571428571	1	1
OG0006468:___hypothetical_protein	3	24	1	23	0.61234093637455	1	1
OG0009469:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009415:___Bacterial_dynamin-like_protein	0	27	1	23	0.470588235294118	1	1
OG0002490:___Shikimate_kinase_1	27	0	24	0	1	1	1
OG0003367:___hypothetical_protein	27	0	23	1	0.470588235294118	1	1
OG0011780:___Inner_membrane_protein_YbjJ	0	27	1	23	0.470588235294118	1	1
OG0004362:___Colicin_I_receptor_precursor	11	16	10	14	1	1	1
OG0007600:___hypothetical_protein	1	26	1	23	1	1	1
OG0005779:___CRISPR-associated_protein_CasA/Cse1	3	24	3	21	1	1	1
OG0004867:___hypothetical_protein	6	21	7	17	0.749033630178879	1	1
OG0007594:___hypothetical_protein	1	26	1	23	1	1	1
OG0005728:___Ribosomal_RNA_large_subunit_methyltransferase_I	4	23	2	22	0.671272764424919	1	1
OG0004197:___hypothetical_protein	12	15	11	13	1	1	1
OG0003660:___Poly-beta-1,6-N-acetyl-D-glucosamine_N-deacetylase_precursor	23	4	17	7	0.309542283984954	1	1
OG0010678:___hypothetical_protein	1	26	0	24	1	1	1
OG0002070:___Outer_membrane_protein_assembly_factor_BamE_precursor	27	0	24	0	1	1	1
OG0001178:___Glutamine-binding_periplasmic_protein_precursor	27	0	24	0	1	1	1
OG0006936:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0005146:___Mannose_permease_IID_component	5	22	7	17	0.511276016664133	1	1
OG0003234:___DNA_polymerase_III_subunit_epsilon	27	0	23	1	0.470588235294118	1	1
OG0010910:___Toxin_overexpression_modulator_in_biofilms	1	26	0	24	1	1	1
OG0008044:___hypothetical_protein	1	26	1	23	1	1	1
OG0006890:___Cytoplasmic_trehalase	1	26	2	22	0.595486194477791	1	1
OG0010777:___hypothetical_protein	1	26	0	24	1	1	1
OG0005278:___site-specific_tyrosine_recombinase_XerD	4	23	6	18	0.485295157152421	1	1
OG0009269:___Gamma-aminobutyraldehyde_dehydrogenase	0	27	1	23	0.470588235294118	1	1
OG0001867:___putative_acyltransferase	27	0	24	0	1	1	1
OG0006560:___hypothetical_protein	2	25	2	22	1	1	1
OG0011154:___Universal_stress_protein_family_protein	1	26	0	24	1	1	1
OG0006438:___RTX_toxin_acyltransferase_family_protein	0	27	4	20	0.0425210084033614	1	1
OG0002338:___Polyribonucleotide_nucleotidyltransferase	27	0	24	0	1	1	1
OG0007296:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0008128:___D-inositol_3-phosphate_glycosyltransferase	1	26	1	23	1	1	1
OG0007796:___hypothetical_protein	1	26	1	23	1	1	1
OG0010072:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007360:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0007245:___hypothetical_protein	2	25	1	23	1	1	1
OG0002354:___putative_inner_membrane_transporter_YhbE	27	0	24	0	1	1	1
OG0006668:___hypothetical_protein	3	24	1	23	0.61234093637455	1	1
OG0002249:___3',5'-cyclic_adenosine_monophosphate_phosphodiesterase_CpdA	27	0	24	0	1	1	1
OG0004512:___hypothetical_protein	9	18	10	14	0.574500730371405	1	1
OG0005696:___transcriptional_repressor_DicA	4	23	3	21	1	1	1
OG0001664:___hypothetical_protein	27	0	24	0	1	1	1
OG0008834:___D-xylose-binding_periplasmic_protein_precursor	0	27	1	23	0.470588235294118	1	1
OG0011475:___ATP-dependent_DNA_helicase_RecG	1	26	0	24	1	1	1
OG0005428:___Phage_tail_tube_protein_FII	5	22	4	20	1	1	1
OG0008119:___Periplasmic_trehalase_precursor	1	26	1	23	1	1	1
OG0006164:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0007633:___quinol_dehydrogenase_membrane_component	1	26	1	23	1	1	1
OG0000368:___DNA_polymerase_III_subunit_alpha	27	0	24	0	1	1	1
OG0011837:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007690:___Outer_membrane_lipoprotein_Blc_precursor	0	27	2	22	0.216470588235294	1	1
OG0011380:___Malate_synthase_G	1	26	0	24	1	1	1
OG0004832:___N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine_synthase	7	20	8	16	0.759029445762082	1	1
OG0001950:___Phosphocarrier_protein_HPr	27	0	24	0	1	1	1
OG0006348:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0009413:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004754:___hypothetical_protein	10	17	5	19	0.234992863922461	1	1
OG0010566:___hypothetical_protein	1	26	0	24	1	1	1
OG0007264:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0006636:___hypothetical_protein	1	26	3	21	0.331428571428571	1	1
OG0007097:___Effector_protein_NleF	0	27	2	22	0.216470588235294	1	1
OG0001428:___transport_protein_TonB	27	0	24	0	1	1	1
OG0007034:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0009954:___Hemolysin_expression-modulating_protein_Hha	0	27	1	23	0.470588235294118	1	1
OG0001764:___Uridine_kinase	27	0	24	0	1	1	1
OG0010776:___hypothetical_protein	1	26	0	24	1	1	1
OG0003631:___HTH-type_transcriptional_regulator_BetI	24	3	22	2	1	1	1
OG0001108:___Ferric_uptake_regulation_protein	27	0	24	0	1	1	1
OG0008116:___hypothetical_protein	1	26	1	23	1	1	1
OG0007502:___Phage_tail_fiber_adhesin_Gp38	0	27	2	22	0.216470588235294	1	1
OG0009826:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009952:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000859:___Iron(3+)-hydroxamate-binding_protein_FhuD_precursor	27	0	24	0	1	1	1
OG0004087:___hypothetical_protein	19	8	10	14	0.0508168097499006	1	1
OG0008820:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007612:___hypothetical_protein	1	26	1	23	1	1	1
OG0007462:___hypothetical_protein	1	26	1	23	1	1	1
OG0011742:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000417:___Flagellar_hook-associated_protein_3	27	0	24	0	1	1	1
OG0003288:___Nicotinate_dehydrogenase_small_FeS_subunit	26	1	24	0	1	1	1
OG0006459:___General_stress_protein_69	2	25	2	22	1	1	1
OG0009614:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008702:___5'-nucleotidase	0	27	1	23	0.470588235294118	1	1
OG0001747:___HTH-type_transcriptional_activator_AllS	27	0	24	0	1	1	1
OG0008694:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003505:___entericidin_A	26	1	23	1	1	1	1
OG0003439:___Flagellar_biosynthetic_protein_FliR	25	2	24	0	0.491764705882353	1	1
OG0007258:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0002547:___Inner_membrane_protein_YhhQ	27	0	24	0	1	1	1
OG0000110:___Putative_signal_peptide_peptidase_SppA	21	6	21	3	0.472841051314143	1	1
OG0007289:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0005400:___hypothetical_protein	4	23	5	19	0.718031260005239	1	1
OG0004319:___Hydrogenase-4_component_B	8	19	14	10	0.0508168097499005	1	1
OG0002999:___Bacterial_protein_of_unknown_function_(YtfJ_HI0045)	27	0	24	0	1	1	1
OG0001459:___Phage_shock_protein_C	27	0	24	0	1	1	1
OG0010914:___hypothetical_protein	1	26	0	24	1	1	1
OG0007035:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0005263:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0011142:___hypothetical_protein	1	26	0	24	1	1	1
OG0000367:___H(+)/Cl(-)_exchange_transporter_ClcA	27	0	24	0	1	1	1
OG0009649:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003196:___Arginine_transport_ATP-binding_protein_ArtM	26	1	24	0	1	1	1
OG0009191:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000563:___Paraquat-inducible_protein_B	27	0	24	0	1	1	1
OG0008325:___TrbC/VIRB2_family_protein	2	25	0	24	0.491764705882353	1	1
OG0005273:___Terminase_small_subunit	4	23	6	18	0.485295157152421	1	1
OG0009011:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009696:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010581:___prophage_protein_NinE	1	26	0	24	1	1	1
OG0000323:___DNA_gyrase_subunit_A	27	0	24	0	1	1	1
OG0004107:___hypothetical_protein	11	16	10	14	1	1	1
OG0004673:___hypothetical_protein	9	18	8	16	1	1	1
OG0005525:___hypothetical_protein	4	23	4	20	1	1	1
OG0009913:___putative_HTH-type_transcriptional_regulator_YbbH	0	27	1	23	0.470588235294118	1	1
OG0002384:___Stringent_starvation_protein_A	27	0	24	0	1	1	1
OG0001037:___Inner_membrane_protein_YbcI	27	0	24	0	1	1	1
OG0008396:___Beta-lactamase_OXA-1_precursor	2	25	0	24	0.491764705882353	1	1
OG0009172:___Replication_protein	0	27	1	23	0.470588235294118	1	1
OG0001065:___Thiol:disulfide_interchange_protein_DsbG_precursor	27	0	24	0	1	1	1
OG0009642:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009710:___Pseudouridine-5'-phosphate_glycosidase	0	27	1	23	0.470588235294118	1	1
OG0000995:___HTH-type_transcriptional_regulator_AcrR	27	0	24	0	1	1	1
OG0002293:___Putative_L-lactate_dehydrogenase_operon_regulatory_protein	27	0	24	0	1	1	1
OG0004156:___BNR/Asp-box_repeat_protein	18	9	9	15	0.0512506707033595	1	1
OG0000967:___tRNA_sulfurtransferase	27	0	24	0	1	1	1
OG0001466:___murein_peptide_amidase_A	27	0	24	0	1	1	1
OG0006145:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0000865:___Periplasmic_serine_endoprotease_DegP_precursor	27	0	24	0	1	1	1
OG0003132:___Glutaredoxin-2	26	1	24	0	1	1	1
OG0007114:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0005180:___Acetylxylan_esterase_precursor	5	22	6	18	0.735824873872504	1	1
OG0009468:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011543:___arsenical_resistance_protein_ArsH	1	26	0	24	1	1	1
OG0009806:___EspG_protein	0	27	1	23	0.470588235294118	1	1
OG0007745:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0003825:___hypothetical_protein	15	12	18	6	0.240193608880929	1	1
OG0011853:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006731:___hypothetical_protein	4	23	0	24	0.112749099639856	1	1
OG0008174:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0006975:___VWA_domain_containing_CoxE-like_protein	1	26	2	22	0.595486194477791	1	1
OG0011657:___Multiple_antibiotic_resistance_protein_MarA	1	26	0	24	1	1	1
OG0003569:___hypothetical_protein	26	1	22	2	0.595486194477791	1	1
OG0003571:___R-phenyllactate_dehydratase_beta_subunit	26	1	22	2	0.595486194477791	1	1
OG0003211:___hypothetical_protein	26	1	24	0	1	1	1
OG0002742:___frataxin-like_protein	27	0	24	0	1	1	1
OG0004282:___hypothetical_protein	14	13	10	14	0.577175549961871	1	1
OG0003747:___Colicin_I_receptor_precursor	20	7	13	11	0.156332610611463	1	1
OG0002831:___5,10-methylenetetrahydrofolate_reductase	27	0	24	0	1	1	1
OG0001776:___Hydroxymethylpyrimidine/phosphomethylpyrimidine_kinase	27	0	24	0	1	1	1
OG0000846:___Inner_membrane_transport_permease_YadH	27	0	24	0	1	1	1
OG0000756:___hypothetical_protein	27	0	24	0	1	1	1
OG0005829:___hypothetical_protein	2	25	3	21	0.656330617353324	1	1
OG0007833:___hypothetical_protein	1	26	1	23	1	1	1
OG0005592:___Macrolide_export_ATP-binding/permease_protein_MacB	5	22	3	21	0.707133917396746	1	1
OG0004627:___Primary_amine_oxidase_precursor	6	21	11	13	0.135735172440016	1	1
OG0004989:___hypothetical_protein	7	20	6	18	1	1	1
OG0004912:___hypothetical_protein	3	24	9	15	0.0456157698715068	1	1
OG0011103:___hypothetical_protein	1	26	0	24	1	1	1
OG0008378:___Glutamyl-tRNA_reductase	2	25	0	24	0.491764705882353	1	1
OG0003692:___Chromosome_partitioning_protein_ParA	23	4	21	3	1	1	1
OG0007665:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0001378:___Inhibitor_of_g-type_lysozyme_precursor	27	0	24	0	1	1	1
OG0009974:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008187:___ABC-type_uncharacterized_transport_system,_periplasmic_component	2	25	0	24	0.491764705882353	1	1
OG0001295:___hypothetical_protein	27	0	24	0	1	1	1
OG0006458:___Amidohydrolase	2	25	2	22	1	1	1
OG0006022:___putative_amino-acid_metabolite_efflux_pump	3	24	2	22	1	1	1
OG0009450:___Glutamate-1-semialdehyde_2,1-aminomutase	0	27	1	23	0.470588235294118	1	1
OG0002954:___L-lysine_2,3-aminomutase	27	0	24	0	1	1	1
OG0003366:___Phosphate-import_ATP-binding_protein_PhnC	26	1	24	0	1	1	1
OG0008616:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006548:___Transposon_Tn7_transposition_protein_TnsB	0	27	4	20	0.0425210084033614	1	1
OG0008767:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011324:___hypothetical_protein	1	26	0	24	1	1	1
OG0006433:___Cysteine_desulfurase_CsdA	0	27	4	20	0.0425210084033614	1	1
OG0000615:___Glyoxal_reductase	27	0	24	0	1	1	1
OG0000010:___Galactitol_permease_IIC_component	27	0	22	2	0.216470588235294	1	1
OG0011305:___UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-_alanine_ligase	1	26	0	24	1	1	1
OG0011835:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004496:___hypothetical_protein	14	13	6	18	0.0839920825680109	1	1
OG0008627:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005678:___hypothetical_protein	5	22	2	22	0.424727337743608	1	1
OG0009687:___Uracil-DNA_glycosylase	0	27	1	23	0.470588235294118	1	1
OG0000482:___Enhancing_lycopene_biosynthesis_protein_2	27	0	24	0	1	1	1
OG0001446:___tetratricopeptide_repeat_protein	27	0	24	0	1	1	1
OG0003957:___4-hydroxybenzoate_transporter_PcaK	13	14	17	7	0.154400418443077	1	1
OG0002893:___maltose_regulon_periplasmic_protein	27	0	24	0	1	1	1
OG0010298:___hypothetical_protein	1	26	0	24	1	1	1
OG0006262:___hypothetical_protein	3	24	2	22	1	1	1
OG0005692:___hypothetical_protein	4	23	3	21	1	1	1
OG0011546:___Transcriptional_regulatory_protein_TdiR	1	26	0	24	1	1	1
OG0000890:___Peptidyl-tRNA_hydrolase_ArfB	27	0	24	0	1	1	1
OG0009709:___Multidrug_resistance_protein_MdtL	0	27	1	23	0.470588235294118	1	1
OG0002905:___Alanine_racemase,_biosynthetic	27	0	24	0	1	1	1
OG0000228:___Inner_membrane_amino-acid_ABC_transporter_permease_protein_YhdY	27	0	24	0	1	1	1
OG0010188:___penicillin-binding_protein_1C	1	26	0	24	1	1	1
OG0010525:___hypothetical_protein	1	26	0	24	1	1	1
OG0006491:___hypothetical_protein	3	24	1	23	0.61234093637455	1	1
OG0000842:___Quinoprotein_glucose_dehydrogenase	27	0	24	0	1	1	1
OG0007302:___Formate_dehydrogenase,_nitrate-inducible,_major_subunit_precursor	3	24	0	24	0.237647058823529	1	1
OG0005048:___Flagellar_basal-body_rod_protein_FlgG	7	20	5	19	0.749033630178879	1	1
OG0006871:___2,3-bisphosphoglycerate-independent_phosphoglycerate_mutase	2	25	1	23	1	1	1
