Operon	Gene	Location	Strand	Length	Gene	Synonym	Code	COG	Product	
1180 	prok_02935 	3099495..3100541 	- 	1047 	ansB 	prok_02935 	- 	- 	L-asparaginase 2 precursor
1180 	prok_02936 	3100717..3101436 	- 	720 	- 	prok_02936 	- 	- 	hypothetical protein
1181 	prok_02937 	3101620..3101946 	- 	327 	- 	prok_02937 	- 	- 	hypothetical protein
1181 	prok_02938 	3101946..3102665 	- 	720 	trmB 	prok_02938 	- 	- 	tRNA (guanine-N(7)-)-methyltransferase
1182 	prok_02939 	3102826..3103878 	+ 	1053 	mutY 	prok_02939 	- 	- 	A/G-specific adenine glycosylase
1182 	prok_02940 	3103906..3104181 	+ 	276 	yggX 	prok_02940 	- 	- 	putative Fe(2+)-trafficking protein
1182 	prok_02941 	3104246..3105325 	+ 	1080 	mltC 	prok_02941 	- 	- 	Membrane-bound lytic murein transglycosylase C precursor
1183 	prok_02942 	3105527..3106783 	+ 	1257 	nupG 	prok_02942 	- 	- 	Nucleoside-transport system protein NupG
1184 	prok_02943 	3106832..3108967 	- 	2136 	speC 	prok_02943 	- 	- 	Ornithine decarboxylase, constitutive
1185 	prok_02944 	3109366..3110073 	+ 	708 	ydfK 	prok_02944 	- 	- 	putative membrane protein YdfK
1186 	prok_02946 	3110530..3110634 	+ 	105 	- 	prok_02946 	- 	- 	hypothetical protein
1187 	prok_02947 	3111444..3112427 	+ 	984 	kpsF 	prok_02947 	- 	- 	Arabinose 5-phosphate isomerase KpsF
1187 	prok_02948 	3112499..3113647 	+ 	1149 	- 	prok_02948 	- 	- 	Vi polysaccharide export inner membrane protein VexD
1187 	prok_02949 	3113671..3115347 	+ 	1677 	kpsD 	prok_02949 	- 	- 	Polysialic acid transport protein KpsD precursor
1187 	prok_02950 	3115357..3116097 	+ 	741 	kpsU 	prok_02950 	- 	- 	3-deoxy-manno-octulosonate cytidylyltransferase
1187 	prok_02951 	3116094..3118121 	+ 	2028 	- 	prok_02951 	- 	- 	Capsule polysaccharide biosynthesis protein
1187 	prok_02952 	3118156..3119415 	+ 	1260 	- 	prok_02952 	- 	- 	Capsule polysaccharide biosynthesis protein
1188 	prok_02953 	3119542..3120750 	- 	1209 	- 	prok_02953 	- 	- 	Transposase
1188 	prok_02954 	3120899..3121882 	- 	984 	- 	prok_02954 	- 	- 	hypothetical protein
1189 	prok_02955 	3122271..3123428 	- 	1158 	- 	prok_02955 	- 	- 	putative PEP-CTERM system TPR-repeat lipoprotein
1189 	prok_02956 	3123464..3124654 	- 	1191 	- 	prok_02956 	- 	- 	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase
1189 	prok_02957 	3124661..3125911 	- 	1251 	- 	prok_02957 	- 	- 	Glycosyltransferase family 29 (sialyltransferase)
1189 	prok_02958 	3126014..3126409 	- 	396 	tagD 	prok_02958 	- 	- 	Glycerol-3-phosphate cytidylyltransferase
1189 	prok_02959 	3126394..3126486 	- 	93 	- 	prok_02959 	- 	- 	hypothetical protein
1189 	prok_02960 	3126579..3127253 	- 	675 	kpsT 	prok_02960 	- 	- 	Polysialic acid transport ATP-binding protein KpsT
1189 	prok_02961 	3127250..3128026 	- 	777 	kpsM 	prok_02961 	- 	- 	Polysialic acid transport protein KpsM
1190 	prok_02962 	3129199..3129735 	- 	537 	epsM 	prok_02962 	- 	- 	General secretion pathway protein M
1190 	prok_02963 	3129737..3130915 	- 	1179 	epsL 	prok_02963 	- 	- 	General secretion pathway protein L
1190 	prok_02964 	3130912..3131889 	- 	978 	gspK_1 	prok_02964 	- 	- 	Putative general secretion pathway protein K
1190 	prok_02965 	3131886..3132491 	- 	606 	xcpW 	prok_02965 	- 	- 	PilD-dependent protein PddD
1190 	prok_02966 	3132488..3132859 	- 	372 	- 	prok_02966 	- 	- 	type II secretion system protein I
1190 	prok_02967 	3132856..3133419 	- 	564 	epsH 	prok_02967 	- 	- 	General secretion pathway protein H
1190 	prok_02968 	3133423..3133878 	- 	456 	epsG 	prok_02968 	- 	- 	General secretion pathway protein G
1190 	prok_02969 	3133895..3135118 	- 	1224 	epsF_2 	prok_02969 	- 	- 	General secretion pathway protein F
1190 	prok_02970 	3135118..3136611 	- 	1494 	epsE_2 	prok_02970 	- 	- 	Type II traffic warden ATPase
1190 	prok_02971 	3136611..3138671 	- 	2061 	pulD 	prok_02971 	- 	- 	Pullulanase secretion envelope PulD
1190 	prok_02972 	3138701..3139543 	- 	843 	epsC 	prok_02972 	- 	- 	General secretion pathway protein C
1190 	prok_02973 	3139678..3140088 	- 	411 	- 	prok_02973 	- 	- 	hypothetical protein
1190 	prok_02974 	3140154..3140963 	- 	810 	pppA 	prok_02974 	- 	- 	Leader peptidase PppA
1190 	prok_02975 	3141127..3145689 	- 	4563 	- 	prok_02975 	- 	- 	Procyclic acidic repetitive protein (PARP)
1191 	prok_02976 	3146173..3147855 	- 	1683 	glcA 	prok_02976 	- 	- 	Glycolate permease GlcA
1192 	prok_02977 	3148211..3150382 	- 	2172 	glcB 	prok_02977 	- 	- 	Malate synthase G
1192 	prok_02978 	3150404..3150808 	- 	405 	- 	prok_02978 	- 	- 	hypothetical protein
1192 	prok_02979 	3150813..3152036 	- 	1224 	lutA_2 	prok_02979 	- 	- 	Lactate utilization protein A
1192 	prok_02980 	3152047..3153099 	- 	1053 	- 	prok_02980 	- 	- 	putative FAD-linked oxidoreductase
1192 	prok_02981 	3153099..3154598 	- 	1500 	- 	prok_02981 	- 	- 	putative FAD-linked oxidoreductase
1193 	prok_02982 	3154849..3155613 	+ 	765 	lldR_1 	prok_02982 	- 	- 	Putative L-lactate dehydrogenase operon regulatory protein
1194 	prok_02983 	3155620..3156762 	- 	1143 	- 	prok_02983 	- 	- 	hypothetical protein
1195 	prok_02984 	3157167..3158858 	+ 	1692 	- 	prok_02984 	- 	- 	Long-chain-fatty-acid--AMP ligase FadD26
1195 	prok_02985 	3158855..3159769 	+ 	915 	- 	prok_02985 	- 	- 	Cholesterol dehydrogenase
1195 	prok_02986 	3159801..3160049 	+ 	249 	- 	prok_02986 	- 	- 	acyl carrier protein
1195 	prok_02987 	3160049..3161221 	+ 	1173 	bioF_2 	prok_02987 	- 	- 	8-amino-7-oxononanoate synthase
1196 	prok_02988 	3161256..3162335 	- 	1080 	lptG_1 	prok_02988 	- 	- 	Lipopolysaccharide export system permease protein LptG
1196 	prok_02989 	3162332..3163402 	- 	1071 	lptF_1 	prok_02989 	- 	- 	Lipopolysaccharide export system permease protein LptF
1196 	prok_02990 	3163433..3163993 	- 	561 	- 	prok_02990 	- 	- 	putative transcriptional regulator
1196 	prok_02991 	3163993..3164829 	- 	837 	- 	prok_02991 	- 	- 	hypothetical protein
1196 	prok_02992 	3164829..3166178 	- 	1350 	yghQ 	prok_02992 	- 	- 	Inner membrane protein YghQ
1196 	prok_02993 	3166224..3166994 	- 	771 	- 	prok_02993 	- 	- 	thymidylate kinase
1196 	prok_02994 	3167014..3167712 	- 	699 	- 	prok_02994 	- 	- 	hypothetical protein
1197 	prok_02995 	3167902..3168594 	+ 	693 	- 	prok_02995 	- 	- 	thymidylate kinase
1198 	prok_02996 	3168643..3170142 	- 	1500 	pitA_1 	prok_02996 	- 	- 	Low-affinity inorganic phosphate transporter 1
1199 	prok_02997 	3170434..3172293 	- 	1860 	gsp_1 	prok_02997 	- 	- 	Bifunctional glutathionylspermidine synthetase/amidase
1200 	prok_02998 	3172498..3173364 	+ 	867 	yghU 	prok_02998 	- 	- 	Disulfide-bond oxidoreductase YghU
1201 	prok_02999 	3173497..3173745 	- 	249 	hypC_2 	prok_02999 	- 	- 	Hydrogenase isoenzymes formation protein HypC
1201 	prok_03000 	3173758..3174099 	- 	342 	- 	prok_03000 	- 	- 	hydrogenase nickel incorporation protein HybF
1201 	prok_03001 	3174092..3174580 	- 	489 	hybE 	prok_03001 	- 	- 	Hydrogenase-2 operon protein HybE
1201 	prok_03002 	3174573..3175067 	- 	495 	hybD_2 	prok_03002 	- 	- 	Hydrogenase 2 maturation protease
1201 	prok_03003 	3175067..3176770 	- 	1704 	hybC 	prok_03003 	- 	- 	Hydrogenase-2 large chain precursor
1201 	prok_03004 	3176767..3177945 	- 	1179 	hybB 	prok_03004 	- 	- 	putative Ni/Fe-hydrogenase 2 b-type cytochrome subunit
1201 	prok_03005 	3177935..3178921 	- 	987 	fdnH_2 	prok_03005 	- 	- 	Formate dehydrogenase-N subunit beta
1201 	prok_03006 	3178924..3180042 	- 	1119 	hybO 	prok_03006 	- 	- 	Hydrogenase-2 small chain precursor
1202 	prok_03007 	3180231..3180518 	- 	288 	- 	prok_03007 	- 	- 	hypothetical protein
1202 	prok_03008 	3180637..3181524 	- 	888 	clcD_1 	prok_03008 	- 	- 	Carboxymethylenebutenolidase
1203 	prok_03009 	3181681..3182721 	+ 	1041 	gpr_2 	prok_03009 	- 	- 	L-glyceraldehyde 3-phosphate reductase
1204 	prok_03010 	3182761..3183255 	- 	495 	- 	prok_03010 	- 	- 	putative membrane protein
1205 	prok_03011 	3183446..3184330 	+ 	885 	yghA 	prok_03011 	- 	- 	putative oxidoreductase YghA
1206 	prok_03012 	3184369..3184794 	- 	426 	exbD_2 	prok_03012 	- 	- 	Biopolymer transport protein ExbD
1206 	prok_03013 	3184801..3185535 	- 	735 	exbB_2 	prok_03013 	- 	- 	Biopolymer transport protein ExbB
1207 	prok_03014 	3185787..3186974 	+ 	1188 	metC 	prok_03014 	- 	- 	Cystathionine beta-lyase MetC
1207 	prok_03015 	3187114..3187773 	+ 	660 	yghB 	prok_03015 	- 	- 	Inner membrane protein YghB
1208 	prok_03016 	3187813..3188769 	- 	957 	exsA 	prok_03016 	- 	- 	Exoenzyme S synthesis regulatory protein ExsA
1209 	prok_03017 	3188906..3190069 	+ 	1164 	yqhD 	prok_03017 	- 	- 	Alcohol dehydrogenase YqhD
1209 	prok_03018 	3190174..3191001 	+ 	828 	dkgA 	prok_03018 	- 	- 	2,5-diketo-D-gluconic acid reductase A
1210 	prok_03019 	3191201..3192127 	+ 	927 	- 	prok_03019 	- 	- 	Lumazine-binding domain protein
1210 	prok_03020 	3192178..3192435 	+ 	258 	lpp_2 	prok_03020 	- 	- 	Murein-lipoprotein
1211 	prok_03021 	3192477..3194696 	- 	2220 	- 	prok_03021 	- 	- 	putative radical SAM protein YgiQ
1212 	prok_03022 	3194948..3195697 	+ 	750 	pdhR_2 	prok_03022 	- 	- 	Pyruvate dehydrogenase complex repressor
1213 	prok_03023 	3196020..3197492 	+ 	1473 	mtlK_2 	prok_03023 	- 	- 	Mannitol 2-dehydrogenase
1213 	prok_03024 	3197489..3198505 	+ 	1017 	yjjN_1 	prok_03024 	- 	- 	Putative L-galactonate oxidoreductase
1213 	prok_03025 	3198516..3199526 	+ 	1011 	yjmC 	prok_03025 	- 	- 	putative oxidoreductase YjmC
1213 	prok_03026 	3199599..3200582 	+ 	984 	dctP 	prok_03026 	- 	- 	C4-dicarboxylate-binding periplasmic protein precursor
1213 	prok_03027 	3200624..3201106 	+ 	483 	- 	prok_03027 	- 	- 	2,3-diketo-L-gulonate TRAP transporter small permease protein YiaM
1213 	prok_03028 	3201117..3202421 	+ 	1305 	siaT_1 	prok_03028 	- 	- 	Neu5Ac permease
1214 	prok_03029 	3202492..3203904 	- 	1413 	ftsP 	prok_03029 	- 	- 	Cell division protein FtsP precursor
1214 	prok_03030 	3203979..3204716 	- 	738 	plsC 	prok_03030 	- 	- 	1-acyl-sn-glycerol-3-phosphate acyltransferase
1215 	prok_03031 	3204951..3207209 	- 	2259 	parC 	prok_03031 	- 	- 	DNA topoisomerase 4 subunit A
1215 	prok_03032 	3207347..3208954 	- 	1608 	ygiS 	prok_03032 	- 	- 	Putative binding protein YgiS precursor
1215 	prok_03033 	3209063..3209545 	- 	483 	- 	prok_03033 	- 	- 	DNA gyrase inhibitor
1215 	prok_03034 	3209598..3209990 	- 	393 	- 	prok_03034 	- 	- 	hypothetical protein
1216 	prok_03035 	3210142..3210801 	+ 	660 	qseB 	prok_03035 	- 	- 	Transcriptional regulatory protein QseB
1216 	prok_03036 	3210798..3212147 	+ 	1350 	qseC 	prok_03036 	- 	- 	Sensor protein QseC
1217 	prok_03037 	3212193..3212525 	- 	333 	ygiZ 	prok_03037 	- 	- 	Inner membrane protein YgiZ
1217 	prok_03038 	3212532..3213242 	- 	711 	- 	prok_03038 	- 	- 	hypothetical protein
1217 	prok_03039 	3213245..3213724 	- 	480 	hcpA_4 	prok_03039 	- 	- 	Secreted protein hcp
1218 	prok_03040 	3213974..3214555 	+ 	582 	mdaB 	prok_03040 	- 	- 	Modulator of drug activity B
1218 	prok_03041 	3214586..3214900 	+ 	315 	ygiN 	prok_03041 	- 	- 	putative quinol monooxygenase YgiN
1219 	prok_03042 	3214945..3215832 	- 	888 	ybbH_2 	prok_03042 	- 	- 	putative HTH-type transcriptional regulator YbbH
1219 	prok_03043 	3215829..3216776 	- 	948 	fhuD_2 	prok_03043 	- 	- 	Iron(III)-hydroxamate-binding protein FhuD
1219 	prok_03044 	3216787..3217836 	- 	1050 	feuC 	prok_03044 	- 	- 	Iron-uptake system permease protein FeuC
1219 	prok_03045 	3217833..3218816 	- 	984 	yfiZ 	prok_03045 	- 	- 	putative siderophore transport system permease protein YfiZ precursor
1219 	prok_03046 	3218813..3219631 	- 	819 	yusV_2 	prok_03046 	- 	- 	putative siderophore transport system ATP-binding protein YusV
1220 	prok_03047 	3220005..3222146 	+ 	2142 	fhuA_3 	prok_03047 	- 	- 	Ferric hydroxamate uptake
1221 	prok_03048 	3222210..3224102 	- 	1893 	parE 	prok_03048 	- 	- 	DNA topoisomerase 4 subunit B
1221 	prok_03049 	3224131..3224712 	- 	582 	- 	prok_03049 	- 	- 	esterase YqiA
1221 	prok_03050 	3224712..3225539 	- 	828 	cpdA 	prok_03050 	- 	- 	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
1221 	prok_03051 	3225564..3225986 	- 	423 	- 	prok_03051 	- 	- 	putative dehydrogenase
1221 	prok_03052 	3225987..3226616 	- 	630 	nudF 	prok_03052 	- 	- 	ADP-ribose pyrophosphatase
1222 	prok_03053 	3226821..3228302 	+ 	1482 	tolC 	prok_03053 	- 	- 	Outer membrane protein TolC precursor
1222 	prok_03054 	3228450..3229121 	+ 	672 	- 	prok_03054 	- 	- 	hypothetical protein
1222 	prok_03055 	3229127..3230287 	+ 	1161 	gsp_2 	prok_03055 	- 	- 	Bifunctional glutathionylspermidine synthetase/amidase
1223 	prok_03056 	3230772..3232568 	+ 	1797 	assT 	prok_03056 	- 	- 	Arylsulfate sulfotransferase AssT precursor
1223 	prok_03057 	3232586..3233254 	+ 	669 	dsbL 	prok_03057 	- 	- 	Thiol:disulfide interchange protein DsbL precursor
1223 	prok_03058 	3233269..3233940 	+ 	672 	dsbI 	prok_03058 	- 	- 	Protein-disulfide oxidoreductase DsbI
1224 	prok_03059 	3233986..3234801 	- 	816 	- 	prok_03059 	- 	- 	LigB family dioxygenase
1225 	prok_03060 	3234917..3235690 	+ 	774 	zupT 	prok_03060 	- 	- 	Zinc transporter ZupT
1226 	prok_03061 	3235752..3235922 	- 	171 	- 	prok_03061 	- 	- 	hypothetical protein
1227 	prok_03062 	3236493..3237056 	+ 	564 	smfA 	prok_03062 	- 	- 	Fimbria A protein precursor
1227 	prok_03063 	3237143..3239665 	+ 	2523 	papC_2 	prok_03063 	- 	- 	Outer membrane usher protein PapC precursor
1227 	prok_03064 	3239681..3240421 	+ 	741 	papD_2 	prok_03064 	- 	- 	Chaperone protein PapD precursor
1227 	prok_03065 	3240418..3241467 	+ 	1050 	- 	prok_03065 	- 	- 	hypothetical protein
1228 	prok_03066 	3241521..3242174 	- 	654 	ribB 	prok_03066 	- 	- 	3,4-dihydroxy-2-butanone 4-phosphate synthase
1229 	prok_03067 	3242548..3242847 	+ 	300 	- 	prok_03067 	- 	- 	Membrane fusogenic activity
1230 	prok_03068 	3242882..3243082 	- 	201 	glgS 	prok_03068 	- 	- 	Glycogen synthesis protein GlgS
1231 	prok_03069 	3243352..3243981 	+ 	630 	yqiJ 	prok_03069 	- 	- 	Inner membrane protein YqiJ
1231 	prok_03070 	3244008..3245672 	+ 	1665 	yqiK 	prok_03070 	- 	- 	Inner membrane protein YqiK
1232 	prok_03071 	3246091..3247524 	- 	1434 	hldE 	prok_03071 	- 	- 	Bifunctional protein HldE
1232 	prok_03072 	3247572..3250412 	- 	2841 	glnE 	prok_03072 	- 	- 	Glutamate-ammonia-ligase adenylyltransferase
1232 	prok_03073 	3250435..3251736 	- 	1302 	- 	prok_03073 	- 	- 	hypothetical protein
1233 	prok_03074 	3251978..3252598 	+ 	621 	- 	prok_03074 	- 	- 	SH3 domain-containing protein
1233 	prok_03075 	3252662..3253900 	+ 	1239 	cca 	prok_03075 	- 	- 	Multifunctional CCA protein
1234 	prok_03076 	3254088..3254909 	- 	822 	uppP 	prok_03076 	- 	- 	Undecaprenyl-diphosphatase
1234 	prok_03077 	3255000..3255368 	- 	369 	folB 	prok_03077 	- 	- 	Dihydroneopterin aldolase
1235 	prok_03078 	3255473..3256090 	+ 	618 	plsY 	prok_03078 	- 	- 	G3P acyltransferase
1236 	prok_03079 	3256103..3257035 	- 	933 	dmlR_6 	prok_03079 	- 	- 	D-malate degradation protein R
1237 	prok_03080 	3257242..3258153 	+ 	912 	ttdA 	prok_03080 	- 	- 	L(+)-tartrate dehydratase subunit alpha
1237 	prok_03081 	3258150..3258755 	+ 	606 	ttdB 	prok_03081 	- 	- 	L(+)-tartrate dehydratase subunit beta
1237 	prok_03082 	3258804..3260267 	+ 	1464 	ttdT 	prok_03082 	- 	- 	Tartrate transporter
1238 	prok_03083 	3260310..3261323 	- 	1014 	gcp_2 	prok_03083 	- 	- 	t(6)A37 threonylcarbamoyladenosine biosynthesis protein
1239 	prok_03084 	3261561..3261776 	+ 	216 	rpsU 	prok_03084 	- 	- 	30S ribosomal protein S21
1239 	prok_03085 	3261887..3263632 	+ 	1746 	dnaG 	prok_03085 	- 	- 	DNA primase
1240 	prok_03086 	3263827..3265668 	+ 	1842 	rpoD 	prok_03086 	- 	- 	Sigma-70
1241 	prok_03087 	3265746..3266252 	- 	507 	mug 	prok_03087 	- 	- 	G/U mismatch-specific DNA glycosylase
1242 	prok_03089 	3266506..3267270 	- 	765 	yqjH 	prok_03089 	- 	- 	NADPH-dependent ferric-chelate reductase
1243 	prok_03090 	3267558..3268181 	+ 	624 	yqjI 	prok_03090 	- 	- 	Transcriptional regulator YqjI
1244 	prok_03091 	3268335..3268856 	- 	522 	aer_1 	prok_03091 	- 	- 	Aerotaxis receptor
1244 	prok_03092 	3268869..3269855 	- 	987 	aer_2 	prok_03092 	- 	- 	Aerotaxis receptor
1245 	prok_03093 	3270363..3271652 	+ 	1290 	patA 	prok_03093 	- 	- 	Putrescine aminotransferase
1246 	prok_03094 	3271694..3272026 	- 	333 	ygjH 	prok_03094 	- 	- 	tRNA-binding protein YgjH
1247 	prok_03095 	3272245..3273228 	+ 	984 	lacR 	prok_03095 	- 	- 	Lactose operon repressor
1248 	prok_03096 	3273412..3276504 	+ 	3093 	ebgA 	prok_03096 	- 	- 	Evolved beta-galactosidase subunit alpha
1248 	prok_03097 	3276501..3276950 	+ 	450 	ebgC 	prok_03097 	- 	- 	Evolved beta-galactosidase subunit beta
1248 	prok_03098 	3277013..3278446 	+ 	1434 	ygjI 	prok_03098 	- 	- 	Inner membrane transporter YgjI
1248 	prok_03099 	3278580..3279650 	+ 	1071 	- 	prok_03099 	- 	- 	hypothetical protein
1248 	prok_03100 	3279667..3282018 	+ 	2352 	ygjK 	prok_03100 	- 	- 	Glucosidase YgjK precursor
1249 	prok_03101 	3282244..3284262 	+ 	2019 	fadH 	prok_03101 	- 	- 	2,4-dienoyl-CoA reductase [NADPH]
1250 	prok_03102 	3284307..3284723 	- 	417 	higA 	prok_03102 	- 	- 	Antitoxin HigA
1251 	prok_03103 	3284993..3286129 	- 	1137 	rlmG 	prok_03103 	- 	- 	Ribosomal RNA large subunit methyltransferase G
1252 	prok_03104 	3286214..3286717 	+ 	504 	- 	prok_03104 	- 	- 	hypothetical protein
1252 	prok_03105 	3286794..3287486 	+ 	693 	- 	prok_03105 	- 	- 	vancomycin high temperature exclusion protein
1252 	prok_03106 	3287565..3288551 	+ 	987 	afr 	prok_03106 	- 	- 	1,5-anhydro-D-fructose reductase
1253 	prok_03107 	3288835..3289800 	+ 	966 	alx 	prok_03107 	- 	- 	Inner membrane protein alx
1254 	prok_03108 	3290124..3291368 	+ 	1245 	sstT 	prok_03108 	- 	- 	Na(+)/serine-threonine symporter
1255 	prok_03109 	3291372..3291923 	- 	552 	ygjV 	prok_03109 	- 	- 	Inner membrane protein YgjV
1255 	prok_03110 	3292006..3293493 	- 	1488 	uxaA 	prok_03110 	- 	- 	Altronate dehydratase
1255 	prok_03111 	3293508..3294920 	- 	1413 	uxaC 	prok_03111 	- 	- 	Uronate isomerase
1256 	prok_03112 	3295403..3296701 	+ 	1299 	exuT_1 	prok_03112 	- 	- 	Hexuronate transporter
1256 	prok_03113 	3296831..3297607 	+ 	777 	lldR_2 	prok_03113 	- 	- 	Putative L-lactate dehydrogenase operon regulatory protein
1257 	prok_03114 	3297952..3298614 	+ 	663 	yqjA_2 	prok_03114 	- 	- 	Inner membrane protein YqjA
1257 	prok_03115 	3298618..3299001 	+ 	384 	mzrA 	prok_03115 	- 	- 	Modulator protein MzrA
1257 	prok_03116 	3299148..3299516 	+ 	369 	- 	prok_03116 	- 	- 	hypothetical protein
1257 	prok_03117 	3299554..3299859 	+ 	306 	- 	prok_03117 	- 	- 	hypothetical protein
1257 	prok_03118 	3299862..3300266 	+ 	405 	yqjE 	prok_03118 	- 	- 	Inner membrane protein YqjE
1257 	prok_03119 	3300256..3300555 	+ 	300 	- 	prok_03119 	- 	- 	hypothetical protein
1257 	prok_03120 	3300652..3301134 	+ 	483 	yqjF 	prok_03120 	- 	- 	Inner membrane protein YqjF
1257 	prok_03121 	3301204..3302190 	+ 	987 	yqjG 	prok_03121 	- 	- 	Glutathionyl-hydroquinone reductase YqjG
1258 	prok_03122 	3302473..3302841 	+ 	369 	yhaH 	prok_03122 	- 	- 	Inner membrane protein YhaH
1259 	prok_03123 	3302875..3303771 	- 	897 	allS_5 	prok_03123 	- 	- 	HTH-type transcriptional activator AllS
1260 	prok_03124 	3303876..3304577 	+ 	702 	yhaK 	prok_03124 	- 	- 	Pirin-like protein YhaK
1260 	prok_03125 	3304600..3304764 	+ 	165 	- 	prok_03125 	- 	- 	hypothetical protein
1261 	prok_03126 	3304896..3306206 	- 	1311 	- 	prok_03126 	- 	- 	Serine dehydratase alpha chain
1261 	prok_03127 	3306234..3307565 	- 	1332 	yhaO 	prok_03127 	- 	- 	Inner membrane transport protein YhaO
1262 	prok_03128 	3307843..3309207 	- 	1365 	tdcG 	prok_03128 	- 	- 	L-serine dehydratase TdcG
1262 	prok_03129 	3309279..3309668 	- 	390 	tdcF 	prok_03129 	- 	- 	Putative reactive intermediate deaminase TdcF
1262 	prok_03130 	3309682..3311976 	- 	2295 	tdcE 	prok_03130 	- 	- 	Ketobutyrate formate-lyase
1262 	prok_03131 	3312010..3313218 	- 	1209 	tdcD 	prok_03131 	- 	- 	Propionate kinase
1262 	prok_03132 	3313244..3314575 	- 	1332 	tdcC 	prok_03132 	- 	- 	H(+)/threonine-serine symporter
1262 	prok_03133 	3314597..3315586 	- 	990 	tdcB 	prok_03133 	- 	- 	L-threonine dehydratase catabolic TdcB
1262 	prok_03134 	3315685..3316623 	- 	939 	tfdR 	prok_03134 	- 	- 	HTH-type transcriptional regulator TdfR
1263 	prok_03135 	3318131..3319276 	- 	1146 	garK 	prok_03135 	- 	- 	Glycerate 2-kinase
1263 	prok_03136 	3319373..3320263 	- 	891 	garR_2 	prok_03136 	- 	- 	2-hydroxy-3-oxopropionate reductase
1263 	prok_03137 	3320293..3321063 	- 	771 	garL 	prok_03137 	- 	- 	5-keto-4-deoxy-D-glucarate aldolase
1263 	prok_03138 	3321079..3322413 	- 	1335 	garP 	prok_03138 	- 	- 	D-galactarate permease
1264 	prok_03139 	3322788..3324359 	+ 	1572 	garD 	prok_03139 	- 	- 	D-galactarate dehydratase
1264 	prok_03140 	3324508..3324843 	+ 	336 	prlF 	prok_03140 	- 	- 	HtrA suppressor protein SohA
1264 	prok_03141 	3324843..3325307 	+ 	465 	yhaV 	prok_03141 	- 	- 	Toxin YhaV
1265 	prok_03142 	3325362..3326171 	- 	810 	srlR_5 	prok_03142 	- 	- 	Glucitol operon repressor
1266 	prok_03143 	3326420..3327700 	+ 	1281 	kbaZ 	prok_03143 	- 	- 	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ
1266 	prok_03144 	3327723..3328196 	+ 	474 	levE 	prok_03144 	- 	- 	Fructose-specific phosphotransferase enzyme IIB component
1266 	prok_03145 	3328207..3328986 	+ 	780 	agaC_1 	prok_03145 	- 	- 	PTS system N-acetylgalactosamine-specific EIIC component 1
1266 	prok_03146 	3328976..3329854 	+ 	879 	manZ_2 	prok_03146 	- 	- 	PTS system mannose-specific EIID component
1266 	prok_03147 	3329872..3330306 	+ 	435 	manX_2 	prok_03147 	- 	- 	EIIAB-Man
1266 	prok_03148 	3330303..3331436 	+ 	1134 	nagA_2 	prok_03148 	- 	- 	N-acetylglucosamine-6-phosphate deacetylase
1267 	prok_03149 	3331786..3332940 	+ 	1155 	agaS 	prok_03149 	- 	- 	Putative tagatose-6-phosphate ketose/aldose isomerase
1267 	prok_03150 	3332953..3333813 	+ 	861 	kbaY_1 	prok_03150 	- 	- 	D-tagatose-1,6-bisphosphate aldolase subunit KbaY
1267 	prok_03151 	3333980..3334456 	+ 	477 	manX_3 	prok_03151 	- 	- 	EIIAB-Man
